date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-09-23,ARKK,2022-01-21,47.96,Put,0.26,0.36,0.31,0.8052,-0.01,0.00,-0.01,0.02
2021-09-23,ARKK,2022-01-21,52.96,Put,0.32,0.49,0.405,0.7583,-0.02,0.00,-0.01,0.03
2021-09-23,ARKK,2022-01-21,55,Put,0.31,0.53,0.42,0.7311,-0.02,0.00,-0.01,0.03
2021-09-23,ARKK,2022-01-21,57.96,Put,0.42,0.59,0.505,0.7100,-0.02,0.00,-0.01,0.04
2021-09-23,ARKK,2022-01-21,60,Put,0.52,0.66,0.59,0.7003,-0.03,0.00,-0.01,0.04
2021-09-23,ARKK,2022-01-21,62.96,Put,0.57,0.76,0.665,0.6730,-0.03,0.00,-0.01,0.05
2021-09-23,ARKK,2022-01-21,65,Put,0.61,1.01,0.81,0.6710,-0.04,0.00,-0.02,0.06
2021-09-23,ARKK,2022-01-21,67.96,Put,0.72,1.20,0.96,0.6531,-0.04,0.00,-0.02,0.06
2021-09-23,ARKK,2022-01-21,70.96,Put,0.95,1.03,0.99,0.6152,-0.05,0.00,-0.02,0.07
2021-09-23,ARKK,2022-01-21,71.96,Put,0.98,1.07,1.025,0.6064,-0.05,0.00,-0.02,0.07
2021-09-23,ARKK,2022-01-21,72.96,Put,1.03,1.12,1.075,0.5994,-0.05,0.00,-0.02,0.07
2021-09-23,ARKK,2022-01-21,73.96,Put,1.08,1.17,1.125,0.5923,-0.06,0.00,-0.02,0.08
2021-09-23,ARKK,2022-01-21,74.96,Put,1.09,1.23,1.16,0.5831,-0.06,0.00,-0.02,0.08
2021-09-23,ARKK,2022-01-21,75.96,Put,1.19,1.28,1.235,0.5786,-0.06,0.00,-0.02,0.08
2021-09-23,ARKK,2022-01-21,76.96,Put,1.24,1.34,1.29,0.5715,-0.07,0.00,-0.02,0.09
2021-09-23,ARKK,2022-01-21,77.96,Put,1.29,1.41,1.35,0.5646,-0.07,0.00,-0.02,0.09
2021-09-23,ARKK,2022-01-21,78.96,Put,1.35,1.47,1.41,0.5576,-0.07,0.00,-0.02,0.09
2021-09-23,ARKK,2022-01-21,79.96,Put,1.42,1.54,1.48,0.5514,-0.08,0.00,-0.02,0.10
2021-09-23,ARKK,2022-01-21,80.96,Put,1.49,1.58,1.535,0.5435,-0.08,0.00,-0.02,0.10
2021-09-23,ARKK,2022-01-21,81.96,Put,1.56,1.67,1.615,0.5378,-0.08,0.00,-0.02,0.11
2021-09-23,ARKK,2022-01-21,82.96,Put,1.65,1.75,1.70,0.5322,-0.09,0.00,-0.02,0.11
2021-09-23,ARKK,2022-01-21,83.96,Put,1.71,1.83,1.77,0.5251,-0.09,0.00,-0.02,0.11
2021-09-23,ARKK,2022-01-21,84.96,Put,1.80,1.92,1.86,0.5194,-0.10,0.00,-0.02,0.12
2021-09-23,ARKK,2022-01-21,85.96,Put,1.89,2.00,1.945,0.5130,-0.10,0.01,-0.03,0.12
2021-09-23,ARKK,2022-01-21,86.96,Put,1.98,2.09,2.035,0.5068,-0.11,0.01,-0.03,0.13
2021-09-23,ARKK,2022-01-21,87.96,Put,2.07,2.18,2.125,0.5003,-0.11,0.01,-0.03,0.13
2021-09-23,ARKK,2022-01-21,88.96,Put,2.18,2.28,2.23,0.4947,-0.12,0.01,-0.03,0.14
2021-09-23,ARKK,2022-01-21,89.96,Put,2.28,2.37,2.325,0.4880,-0.12,0.01,-0.03,0.14
2021-09-23,ARKK,2022-01-21,90.96,Put,2.37,2.47,2.42,0.4811,-0.13,0.01,-0.03,0.14
2021-09-23,ARKK,2022-01-21,91.96,Put,2.48,2.59,2.535,0.4754,-0.14,0.01,-0.03,0.15
2021-09-23,ARKK,2022-01-21,92.96,Put,2.61,2.71,2.66,0.4700,-0.14,0.01,-0.03,0.15
2021-09-23,ARKK,2022-01-21,93.96,Put,2.73,2.84,2.785,0.4642,-0.15,0.01,-0.03,0.16
2021-09-23,ARKK,2022-01-21,94.96,Put,2.88,2.97,2.925,0.4591,-0.16,0.01,-0.03,0.16
2021-09-23,ARKK,2022-01-21,95.96,Put,3.00,3.15,3.075,0.4542,-0.16,0.01,-0.03,0.17
