date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-04-15,ARKK,2022-01-21,42.96,Put,0.25,0.45,0.35,0.6348,-0.01,0.00,0.00,0.03
2021-04-15,ARKK,2022-01-21,47.96,Put,0.30,0.50,0.40,0.5884,-0.01,0.00,0.00,0.04
2021-04-15,ARKK,2022-01-21,52.96,Put,0.35,0.85,0.60,0.5739,-0.02,0.00,-0.01,0.06
2021-04-15,ARKK,2022-01-21,57.96,Put,0.80,1.10,0.95,0.5714,-0.03,0.00,-0.01,0.08
2021-04-15,ARKK,2022-01-21,60,Put,0.90,1.25,1.08,0.5644,-0.04,0.00,-0.01,0.09
2021-04-15,ARKK,2022-01-21,62.96,Put,0.90,1.45,1.18,0.5443,-0.04,0.00,-0.01,0.10
2021-04-15,ARKK,2022-01-21,65,Put,1.30,1.45,1.38,0.5429,-0.05,0.00,-0.01,0.11
2021-04-15,ARKK,2022-01-21,67.96,Put,1.45,1.70,1.58,0.5303,-0.05,0.00,-0.01,0.12
2021-04-15,ARKK,2022-01-21,70.96,Put,1.75,2.00,1.88,0.5236,-0.06,0.00,-0.01,0.14
2021-04-15,ARKK,2022-01-21,71.96,Put,1.85,2.10,1.98,0.5208,-0.06,0.00,-0.01,0.14
2021-04-15,ARKK,2022-01-21,72.96,Put,1.95,2.20,2.08,0.5177,-0.07,0.00,-0.01,0.15
2021-04-15,ARKK,2022-01-21,73.96,Put,2.10,2.35,2.23,0.5178,-0.07,0.00,-0.01,0.15
2021-04-15,ARKK,2022-01-21,74.96,Put,2.25,2.45,2.35,0.5158,-0.08,0.00,-0.01,0.16
2021-04-15,ARKK,2022-01-21,75.96,Put,2.40,2.60,2.50,0.5150,-0.08,0.00,-0.01,0.16
2021-04-15,ARKK,2022-01-21,76.96,Put,2.55,2.75,2.65,0.5139,-0.08,0.00,-0.01,0.17
2021-04-15,ARKK,2022-01-21,77.96,Put,2.65,2.90,2.78,0.5110,-0.09,0.00,-0.01,0.18
2021-04-15,ARKK,2022-01-21,78.96,Put,2.85,3.10,2.98,0.5107,-0.09,0.00,-0.01,0.18
2021-04-15,ARKK,2022-01-21,79.96,Put,2.95,3.20,3.08,0.5074,-0.10,0.00,-0.02,0.19
2021-04-15,ARKK,2022-01-21,80.96,Put,3.10,3.40,3.25,0.5064,-0.10,0.00,-0.02,0.20
2021-04-15,ARKK,2022-01-21,81.96,Put,3.20,3.50,3.35,0.5014,-0.10,0.00,-0.02,0.20
2021-04-15,ARKK,2022-01-21,82.96,Put,3.40,3.70,3.55,0.5012,-0.10,0.00,-0.02,0.21
2021-04-15,ARKK,2022-01-21,83.96,Put,3.50,3.90,3.70,0.4983,-0.11,0.00,-0.02,0.21
