date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-10-21,ARKK,2022-01-21,47.96,Put,0.05,0.17,0.11,0.7897,-0.01,0.00,-0.01,0.01
2021-10-21,ARKK,2022-01-21,52.96,Put,0.11,0.25,0.18,0.7593,-0.01,0.00,-0.01,0.02
2021-10-21,ARKK,2022-01-21,55,Put,0.11,0.20,0.155,0.7114,-0.01,0.00,-0.01,0.02
2021-10-21,ARKK,2022-01-21,57.96,Put,0.16,0.25,0.205,0.6955,-0.01,0.00,-0.01,0.02
2021-10-21,ARKK,2022-01-21,60,Put,0.21,0.30,0.255,0.6881,-0.02,0.00,-0.01,0.02
2021-10-21,ARKK,2022-01-21,62.96,Put,0.22,0.41,0.315,0.6676,-0.02,0.00,-0.01,0.03
2021-10-21,ARKK,2022-01-21,65,Put,0.31,0.41,0.36,0.6529,-0.02,0.00,-0.01,0.03
2021-10-21,ARKK,2022-01-21,67.96,Put,0.36,0.67,0.515,0.6526,-0.03,0.00,-0.01,0.04
2021-10-21,ARKK,2022-01-21,70.96,Put,0.17,0.92,0.545,0.6161,-0.03,0.00,-0.01,0.04
2021-10-21,ARKK,2022-01-21,71.96,Put,0.20,0.94,0.57,0.6073,-0.04,0.00,-0.02,0.05
2021-10-21,ARKK,2022-01-21,72.96,Put,0.24,0.96,0.60,0.5994,-0.04,0.00,-0.02,0.05
2021-10-21,ARKK,2022-01-21,73.96,Put,0.28,1.01,0.645,0.5942,-0.04,0.00,-0.02,0.05
2021-10-21,ARKK,2022-01-21,74.96,Put,0.52,0.72,0.62,0.5753,-0.04,0.00,-0.02,0.05
2021-10-21,ARKK,2022-01-21,75.96,Put,0.35,0.75,0.55,0.5478,-0.04,0.00,-0.01,0.05
2021-10-21,ARKK,2022-01-21,76.96,Put,0.52,0.84,0.68,0.5588,-0.04,0.00,-0.02,0.06
2021-10-21,ARKK,2022-01-21,77.96,Put,0.44,1.16,0.80,0.5464,-0.05,0.00,-0.02,0.06
2021-10-21,ARKK,2022-01-21,78.96,Put,0.73,0.81,0.77,0.5464,-0.05,0.00,-0.02,0.06
2021-10-21,ARKK,2022-01-21,79.96,Put,0.77,0.85,0.81,0.5390,-0.05,0.00,-0.02,0.07
2021-10-21,ARKK,2022-01-21,80.96,Put,0.80,0.90,0.85,0.5312,-0.06,0.00,-0.02,0.07
2021-10-21,ARKK,2022-01-21,81.96,Put,0.87,0.94,0.905,0.5254,-0.06,0.00,-0.02,0.07
2021-10-21,ARKK,2022-01-21,82.96,Put,0.92,1.00,0.96,0.5192,-0.06,0.00,-0.02,0.07
2021-10-21,ARKK,2022-01-21,83.96,Put,0.97,1.05,1.01,0.5120,-0.07,0.00,-0.02,0.08
2021-10-21,ARKK,2022-01-21,84.96,Put,1.03,1.11,1.07,0.5057,-0.07,0.00,-0.02,0.08
2021-10-21,ARKK,2022-01-21,85.96,Put,1.09,1.17,1.13,0.4991,-0.08,0.00,-0.02,0.09
2021-10-21,ARKK,2022-01-21,86.96,Put,1.15,1.23,1.19,0.4921,-0.08,0.00,-0.02,0.09
2021-10-21,ARKK,2022-01-21,87.96,Put,1.21,1.30,1.255,0.4854,-0.08,0.01,-0.02,0.09
2021-10-21,ARKK,2022-01-21,88.96,Put,1.28,1.37,1.325,0.4789,-0.09,0.01,-0.03,0.10
2021-10-21,ARKK,2022-01-21,89.96,Put,1.36,1.44,1.40,0.4725,-0.09,0.01,-0.03,0.10
2021-10-21,ARKK,2022-01-21,90.96,Put,1.44,1.52,1.48,0.4662,-0.10,0.01,-0.03,0.11
2021-10-21,ARKK,2022-01-21,91.96,Put,1.52,1.60,1.56,0.4596,-0.11,0.01,-0.03,0.11
2021-10-21,ARKK,2022-01-21,92.96,Put,1.61,1.69,1.65,0.4535,-0.11,0.01,-0.03,0.11
2021-10-21,ARKK,2022-01-21,93.96,Put,1.70,1.78,1.74,0.4470,-0.12,0.01,-0.03,0.12
2021-10-21,ARKK,2022-01-21,94.96,Put,1.81,1.89,1.85,0.4418,-0.13,0.01,-0.03,0.12
2021-10-21,ARKK,2022-01-21,95.96,Put,1.91,1.98,1.945,0.4349,-0.13,0.01,-0.03,0.13
2021-10-21,ARKK,2022-01-21,96.96,Put,2.02,2.10,2.06,0.4292,-0.14,0.01,-0.03,0.13
2021-10-21,ARKK,2022-01-21,97.96,Put,2.13,2.24,2.185,0.4237,-0.15,0.01,-0.03,0.14
2021-10-21,ARKK,2022-01-21,98.96,Put,2.26,2.35,2.305,0.4175,-0.16,0.01,-0.03,0.14
2021-10-21,ARKK,2022-01-21,100,Put,2.40,2.49,2.445,0.4115,-0.17,0.01,-0.03,0.15
2021-10-21,ARKK,2022-01-21,102.96,Put,2.86,2.96,2.91,0.3958,-0.20,0.01,-0.04,0.15
2021-10-21,ARKK,2022-01-21,105,Put,3.25,3.35,3.30,0.3864,-0.22,0.01,-0.04,0.18
2021-10-21,ARKK,2022-01-21,107.96,Put,3.85,4.00,3.925,0.3715,-0.26,0.01,-0.04,0.20
2021-10-21,ARKK,2022-01-21,110,Put,4.35,4.50,4.425,0.3617,-0.29,0.01,-0.04,0.21
2021-10-21,ARKK,2022-01-21,112.96,Put,5.25,5.40,5.325,0.3508,-0.34,0.02,-0.04,0.22
2021-10-21,ARKK,2022-01-21,115,Put,5.90,6.15,6.025,0.3433,-0.38,0.02,-0.04,0.23
2021-10-21,ARKK,2022-01-21,117.96,Put,7.10,7.35,7.225,0.3347,-0.43,0.02,-0.04,0.23
2021-10-21,ARKK,2022-01-21,120,Put,8.05,8.30,8.175,0.3299,-0.47,0.02,-0.04,0.24
2021-10-21,ARKK,2022-01-21,122.96,Put,9.65,9.85,9.75,0.3253,-0.53,0.02,-0.04,0.24
2021-10-21,ARKK,2022-01-21,125,Put,10.80,11.10,10.95,0.3227,-0.57,0.02,-0.04,0.23
2021-10-21,ARKK,2022-01-21,127.96,Put,12.70,13.05,12.875,0.3211,-0.63,0.02,-0.04,0.22
2021-10-21,ARKK,2022-01-21,130,Put,14.15,14.50,14.325,0.3216,-0.66,0.02,-0.04,0.22
2021-10-21,ARKK,2022-01-21,132.96,Put,16.45,16.80,16.625,0.3265,-0.71,0.02,-0.04,0.20
