date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-05-13,ARKK,2022-01-21,42.96,Put,0.80,0.90,0.85,0.6534,-0.03,0.00,-0.01,0.06
2021-05-13,ARKK,2022-01-21,47.96,Put,1.10,1.25,1.18,0.6236,-0.04,0.00,-0.01,0.08
2021-05-13,ARKK,2022-01-21,52.96,Put,1.55,1.70,1.63,0.6003,-0.06,0.00,-0.01,0.10
2021-05-13,ARKK,2022-01-21,55,Put,1.80,1.95,1.88,0.5945,-0.07,0.00,-0.01,0.11
2021-05-13,ARKK,2022-01-21,57.96,Put,2.15,2.35,2.25,0.5836,-0.08,0.00,-0.01,0.13
2021-05-13,ARKK,2022-01-21,60,Put,2.45,2.60,2.53,0.5754,-0.09,0.00,-0.01,0.14
2021-05-13,ARKK,2022-01-21,62.96,Put,2.90,3.10,3.00,0.5662,-0.11,0.00,-0.02,0.15
2021-05-13,ARKK,2022-01-21,65,Put,3.20,3.50,3.35,0.5593,-0.12,0.00,-0.02,0.16
2021-05-13,ARKK,2022-01-21,67.96,Put,3.80,4.10,3.95,0.5520,-0.14,0.00,-0.02,0.18
2021-05-13,ARKK,2022-01-21,70.96,Put,4.50,4.70,4.60,0.5433,-0.16,0.01,-0.02,0.20
2021-05-13,ARKK,2022-01-21,71.96,Put,4.70,5.00,4.85,0.5414,-0.16,0.01,-0.02,0.20
2021-05-13,ARKK,2022-01-21,72.96,Put,5.00,5.20,5.10,0.5391,-0.17,0.01,-0.02,0.21
2021-05-13,ARKK,2022-01-21,73.96,Put,5.20,5.50,5.35,0.5364,-0.18,0.01,-0.02,0.22
2021-05-13,ARKK,2022-01-21,74.96,Put,5.50,5.80,5.65,0.5356,-0.19,0.01,-0.02,0.22
2021-05-13,ARKK,2022-01-21,75.96,Put,5.70,6.00,5.85,0.5300,-0.19,0.01,-0.02,0.23
2021-05-13,ARKK,2022-01-21,76.96,Put,6.00,6.30,6.15,0.5285,-0.20,0.01,-0.02,0.23
2021-05-13,ARKK,2022-01-21,77.96,Put,6.30,6.60,6.45,0.5267,-0.21,0.01,-0.02,0.24
2021-05-13,ARKK,2022-01-21,78.96,Put,6.60,6.90,6.75,0.5245,-0.22,0.01,-0.02,0.24
