date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-07-01,ARKK,2022-01-21,42.96,Put,0.15,0.20,0.18,0.6730,-0.01,0.00,0.00,0.02
2021-07-01,ARKK,2022-01-21,47.96,Put,0.21,0.36,0.29,0.6552,-0.01,0.00,0.00,0.03
2021-07-01,ARKK,2022-01-21,52.96,Put,0.29,0.46,0.38,0.6216,-0.01,0.00,-0.01,0.04
2021-07-01,ARKK,2022-01-21,55,Put,0.36,0.49,0.43,0.6105,-0.02,0.00,-0.01,0.04
2021-07-01,ARKK,2022-01-21,57.96,Put,0.48,0.57,0.53,0.5987,-0.02,0.00,-0.01,0.05
2021-07-01,ARKK,2022-01-21,60,Put,0.55,0.61,0.58,0.5863,-0.02,0.00,-0.01,0.05
2021-07-01,ARKK,2022-01-21,62.96,Put,0.58,0.72,0.65,0.5668,-0.03,0.00,-0.01,0.06
2021-07-01,ARKK,2022-01-21,65,Put,0.70,0.82,0.76,0.5611,-0.03,0.00,-0.01,0.06
2021-07-01,ARKK,2022-01-21,67.96,Put,0.79,0.96,0.88,0.5454,-0.04,0.00,-0.01,0.08
2021-07-01,ARKK,2022-01-21,70.96,Put,0.98,1.13,1.06,0.5357,-0.04,0.00,-0.01,0.09
2021-07-01,ARKK,2022-01-21,71.96,Put,1.01,1.20,1.11,0.5307,-0.04,0.00,-0.01,0.09
2021-07-01,ARKK,2022-01-21,72.96,Put,1.12,1.24,1.18,0.5282,-0.05,0.00,-0.01,0.10
2021-07-01,ARKK,2022-01-21,73.96,Put,1.20,1.28,1.24,0.5239,-0.05,0.00,-0.01,0.10
2021-07-01,ARKK,2022-01-21,74.96,Put,1.27,1.35,1.31,0.5204,-0.05,0.00,-0.01,0.10
2021-07-01,ARKK,2022-01-21,75.96,Put,1.34,1.43,1.39,0.5170,-0.06,0.00,-0.01,0.11
2021-07-01,ARKK,2022-01-21,76.96,Put,1.41,1.50,1.46,0.5129,-0.06,0.00,-0.01,0.11
2021-07-01,ARKK,2022-01-21,77.96,Put,1.49,1.58,1.54,0.5095,-0.06,0.00,-0.01,0.12
2021-07-01,ARKK,2022-01-21,78.96,Put,1.56,1.67,1.62,0.5059,-0.06,0.00,-0.01,0.12
2021-07-01,ARKK,2022-01-21,79.96,Put,1.65,1.76,1.71,0.5027,-0.07,0.00,-0.01,0.13
2021-07-01,ARKK,2022-01-21,80.96,Put,1.75,1.86,1.81,0.5001,-0.07,0.00,-0.02,0.14
2021-07-01,ARKK,2022-01-21,81.96,Put,1.83,1.95,1.89,0.4961,-0.08,0.00,-0.02,0.14
