date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-01-21,ARKK,2022-01-21,42.96,Put,0.80,0.85,0.83,0.7111,-0.02,0.00,-0.01,0.06
2021-01-21,ARKK,2022-01-21,47.96,Put,0.05,1.50,0.78,0.6445,-0.02,0.00,-0.01,0.06
2021-01-21,ARKK,2022-01-21,52.96,Put,0.10,2.55,1.33,0.6599,-0.03,0.00,-0.01,0.09
2021-01-21,ARKK,2022-01-21,57.96,Put,1.90,2.20,2.05,0.6722,-0.04,0.00,-0.01,0.12
2021-01-21,ARKK,2022-01-21,62.96,Put,2.35,2.70,2.53,0.6543,-0.05,0.00,-0.01,0.15
2021-01-21,ARKK,2022-01-21,65,Put,2.65,3.10,2.88,0.6559,-0.05,0.00,-0.01,0.16
2021-01-21,ARKK,2022-01-21,67.96,Put,3.00,3.40,3.20,0.6452,-0.06,0.00,-0.01,0.17
2021-01-21,ARKK,2022-01-21,70.96,Put,3.50,3.90,3.70,0.6423,-0.07,0.00,-0.02,0.19
2021-01-21,ARKK,2022-01-21,71.96,Put,3.60,4.10,3.85,0.6400,-0.07,0.00,-0.02,0.20
2021-01-21,ARKK,2022-01-21,72.96,Put,3.80,4.20,4.00,0.6376,-0.07,0.00,-0.02,0.20
2021-01-21,ARKK,2022-01-21,73.96,Put,3.90,4.40,4.15,0.6350,-0.08,0.00,-0.02,0.21
2021-01-21,ARKK,2022-01-21,74.96,Put,4.20,4.60,4.40,0.6370,-0.08,0.00,-0.02,0.21
2021-01-21,ARKK,2022-01-21,75.96,Put,4.40,4.80,4.60,0.6363,-0.08,0.00,-0.02,0.22
2021-01-21,ARKK,2022-01-21,76.96,Put,4.60,5.00,4.80,0.6353,-0.09,0.00,-0.02,0.23
2021-01-21,ARKK,2022-01-21,77.96,Put,4.70,5.20,4.95,0.6320,-0.09,0.00,-0.02,0.23
2021-01-21,ARKK,2022-01-21,78.96,Put,5.00,5.40,5.20,0.6328,-0.09,0.00,-0.02,0.24
2021-01-21,ARKK,2022-01-21,79.96,Put,5.20,5.60,5.40,0.6313,-0.09,0.00,-0.02,0.24
2021-01-21,ARKK,2022-01-21,80.96,Put,5.40,5.80,5.60,0.6296,-0.10,0.00,-0.02,0.25
2021-01-21,ARKK,2022-01-21,81.96,Put,5.60,6.00,5.80,0.6278,-0.10,0.00,-0.02,0.26
2021-01-21,ARKK,2022-01-21,82.96,Put,5.80,6.30,6.05,0.6277,-0.10,0.00,-0.02,0.26
2021-01-21,ARKK,2022-01-21,83.96,Put,6.10,6.50,6.30,0.6274,-0.11,0.00,-0.02,0.27
2021-01-21,ARKK,2022-01-21,84.96,Put,6.30,6.70,6.50,0.6251,-0.11,0.00,-0.02,0.27
2021-01-21,ARKK,2022-01-21,85.96,Put,6.50,7.00,6.75,0.6244,-0.11,0.00,-0.02,0.28
2021-01-21,ARKK,2022-01-21,86.96,Put,6.80,7.20,7.00,0.6235,-0.12,0.00,-0.02,0.29
2021-01-21,ARKK,2022-01-21,87.96,Put,7.00,7.50,7.25,0.6225,-0.12,0.00,-0.02,0.29
2021-01-21,ARKK,2022-01-21,88.96,Put,7.30,7.70,7.50,0.6213,-0.12,0.00,-0.02,0.30
2021-01-21,ARKK,2022-01-21,89.96,Put,7.50,8.60,8.05,0.6298,-0.13,0.00,-0.02,0.31
2021-01-21,ARKK,2022-01-21,90.96,Put,7.80,8.30,8.05,0.6201,-0.13,0.00,-0.02,0.31
2021-01-21,ARKK,2022-01-21,91.96,Put,8.10,8.50,8.30,0.6184,-0.14,0.00,-0.02,0.32
2021-01-21,ARKK,2022-01-21,92.96,Put,8.30,8.80,8.55,0.6166,-0.14,0.00,-0.02,0.32
2021-01-21,ARKK,2022-01-21,93.96,Put,8.60,9.10,8.85,0.6163,-0.14,0.00,-0.02,0.33
2021-01-21,ARKK,2022-01-21,94.96,Put,8.90,9.40,9.15,0.6157,-0.15,0.00,-0.03,0.33
2021-01-21,ARKK,2022-01-21,95.96,Put,9.20,10.20,9.70,0.6223,-0.15,0.00,-0.03,0.34
2021-01-21,ARKK,2022-01-21,96.96,Put,9.50,10.00,9.75,0.6141,-0.15,0.00,-0.03,0.35
2021-01-21,ARKK,2022-01-21,97.96,Put,9.80,10.30,10.05,0.6131,-0.16,0.00,-0.03,0.35
2021-01-21,ARKK,2022-01-21,98.96,Put,10.10,10.60,10.35,0.6120,-0.16,0.00,-0.03,0.36
2021-01-21,ARKK,2022-01-21,100,Put,10.40,10.50,10.45,0.6048,-0.17,0.00,-0.03,0.36
2021-01-21,ARKK,2022-01-21,102.96,Put,11.40,12.00,11.70,0.6101,-0.18,0.00,-0.03,0.38
2021-01-21,ARKK,2022-01-21,105,Put,12.10,12.60,12.35,0.6073,-0.19,0.00,-0.03,0.39
2021-01-21,ARKK,2022-01-21,107.96,Put,13.10,13.70,13.40,0.6051,-0.20,0.00,-0.03,0.41
2021-01-21,ARKK,2022-01-21,110,Put,12.90,14.40,13.65,0.5915,-0.21,0.00,-0.03,0.41
2021-01-21,ARKK,2022-01-21,112.96,Put,14.80,15.50,15.15,0.5984,-0.22,0.00,-0.03,0.43
2021-01-21,ARKK,2022-01-21,115,Put,13.50,16.30,14.90,0.5730,-0.23,0.00,-0.03,0.44
2021-01-21,ARKK,2022-01-21,117.96,Put,16.80,17.70,17.25,0.5970,-0.24,0.00,-0.03,0.45
2021-01-21,ARKK,2022-01-21,120,Put,17.60,18.40,18.00,0.5933,-0.25,0.00,-0.03,0.46
2021-01-21,ARKK,2022-01-21,122.96,Put,19.20,19.70,19.45,0.5949,-0.27,0.00,-0.03,0.48
2021-01-21,ARKK,2022-01-21,125,Put,19.80,20.20,20.00,0.5902,-0.28,0.00,-0.03,0.48
2021-01-21,ARKK,2022-01-21,127.96,Put,21.20,22.10,21.65,0.5902,-0.29,0.00,-0.04,0.49
2021-01-21,ARKK,2022-01-21,130,Put,22.50,23.10,22.80,0.5927,-0.30,0.00,-0.04,0.50
2021-01-21,ARKK,2022-01-21,132.96,Put,24.00,24.50,24.25,0.5911,-0.31,0.00,-0.04,0.51
