date,symbol,expiration,strike,call_put,bid,ask,mid,iv,delta,gamma,theta,vega
2021-08-05,ARKK,2022-01-21,47.96,Put,0.15,0.39,0.27,0.6956,-0.01,0.00,-0.01,0.03
2021-08-05,ARKK,2022-01-21,52.96,Put,0.08,0.49,0.29,0.6348,-0.01,0.00,-0.01,0.03
2021-08-05,ARKK,2022-01-21,55,Put,0.27,0.52,0.40,0.6430,-0.02,0.00,-0.01,0.04
2021-08-05,ARKK,2022-01-21,57.96,Put,0.35,0.60,0.48,0.6261,-0.02,0.00,-0.01,0.04
2021-08-05,ARKK,2022-01-21,60,Put,0.50,0.70,0.60,0.6277,-0.03,0.00,-0.01,0.05
2021-08-05,ARKK,2022-01-21,62.96,Put,0.49,0.87,0.68,0.6062,-0.03,0.00,-0.01,0.06
2021-08-05,ARKK,2022-01-21,65,Put,0.58,0.93,0.76,0.5942,-0.03,0.00,-0.01,0.06
2021-08-05,ARKK,2022-01-21,67.96,Put,0.68,0.84,0.76,0.5603,-0.03,0.00,-0.01,0.07
2021-08-05,ARKK,2022-01-21,70.96,Put,0.80,1.23,1.02,0.5608,-0.04,0.00,-0.01,0.08
2021-08-05,ARKK,2022-01-21,71.96,Put,0.62,1.31,0.97,0.5430,-0.04,0.00,-0.01,0.08
2021-08-05,ARKK,2022-01-21,72.96,Put,0.72,1.14,0.93,0.5274,-0.04,0.00,-0.01,0.08
2021-08-05,ARKK,2022-01-21,73.96,Put,0.87,1.20,1.04,0.5290,-0.05,0.00,-0.01,0.09
2021-08-05,ARKK,2022-01-21,74.96,Put,1.02,1.14,1.08,0.5231,-0.05,0.00,-0.01,0.09
2021-08-05,ARKK,2022-01-21,75.96,Put,1.08,1.20,1.14,0.5186,-0.05,0.00,-0.01,0.09
2021-08-05,ARKK,2022-01-21,76.96,Put,1.14,1.23,1.19,0.5123,-0.06,0.00,-0.01,0.10
2021-08-05,ARKK,2022-01-21,77.96,Put,1.21,1.29,1.25,0.5079,-0.06,0.00,-0.01,0.10
2021-08-05,ARKK,2022-01-21,78.96,Put,1.28,1.37,1.33,0.5043,-0.06,0.00,-0.01,0.10
2021-08-05,ARKK,2022-01-21,79.96,Put,1.35,1.43,1.39,0.4994,-0.06,0.00,-0.02,0.11
2021-08-05,ARKK,2022-01-21,80.96,Put,1.43,1.51,1.47,0.4956,-0.07,0.00,-0.02,0.11
2021-08-05,ARKK,2022-01-21,81.96,Put,1.51,1.59,1.55,0.4915,-0.07,0.00,-0.02,0.12
2021-08-05,ARKK,2022-01-21,82.96,Put,1.59,1.67,1.63,0.4872,-0.08,0.00,-0.02,0.12
2021-08-05,ARKK,2022-01-21,83.96,Put,1.68,1.76,1.72,0.4834,-0.08,0.00,-0.02,0.13
2021-08-05,ARKK,2022-01-21,84.96,Put,1.77,1.86,1.82,0.4797,-0.08,0.00,-0.02,0.13
2021-08-05,ARKK,2022-01-21,85.96,Put,1.87,1.96,1.92,0.4761,-0.09,0.00,-0.02,0.14
2021-08-05,ARKK,2022-01-21,86.96,Put,1.98,2.06,2.02,0.4726,-0.09,0.00,-0.02,0.14
2021-08-05,ARKK,2022-01-21,87.96,Put,2.09,2.18,2.14,0.4694,-0.10,0.00,-0.02,0.15
2021-08-05,ARKK,2022-01-21,88.96,Put,2.20,2.30,2.25,0.4659,-0.10,0.00,-0.02,0.15
2021-08-05,ARKK,2022-01-21,89.96,Put,2.32,2.41,2.37,0.4622,-0.11,0.00,-0.02,0.16
2021-08-05,ARKK,2022-01-21,90.96,Put,2.45,2.55,2.50,0.4593,-0.11,0.00,-0.02,0.16
2021-08-05,ARKK,2022-01-21,91.96,Put,2.58,2.68,2.63,0.4559,-0.12,0.01,-0.02,0.17
2021-08-05,ARKK,2022-01-21,92.96,Put,2.72,2.82,2.77,0.4527,-0.13,0.01,-0.02,0.18
2021-08-05,ARKK,2022-01-21,93.96,Put,2.86,2.97,2.92,0.4495,-0.13,0.01,-0.02,0.18
